Player,Round,Vote
Aaron Naughton,0,0.0
Aaron Naughton,1,2.0
Aaron Naughton,2,0.0
Aaron Naughton,3,0.0
Aaron Naughton,4,0.0
Aaron Naughton,5,0.0
Aaron Naughton,6,0.0
Aaron Naughton,7,0.0
Aaron Naughton,8,0.0
Aaron Naughton,9,0.0
Aaron Naughton,10,0.0
Aaron Naughton,11,0.0
Aaron Naughton,12,0.0
Aaron Naughton,13,0.0
Aaron Naughton,14,0.0
Aaron Naughton,15,0.0
Aaron Naughton,16,0.0
Aaron Naughton,17,0.0
Aaron Naughton,18,2.0
Aaron Naughton,19,0.0
Aaron Naughton,20,0.0
Aaron Naughton,21,0.0
Adam Treloar,0,0.0
Adam Treloar,1,0.0
Adam Treloar,2,0.0
Adam Treloar,3,0.0
Adam Treloar,4,0.0
Adam Treloar,5,0.0
Adam Treloar,6,0.0
Adam Treloar,7,0.0
Adam Treloar,8,0.0
Adam Treloar,9,0.0
Adam Treloar,10,0.0
Adam Treloar,11,0.0
Adam Treloar,12,0.0
Adam Treloar,13,0.0
Adam Treloar,14,0.0
Adam Treloar,15,0.0
Adam Treloar,16,0.0
Adam Treloar,17,0.0
Adam Treloar,18,0.0
Adam Treloar,19,0.0
Adam Treloar,20,0.0
Adam Treloar,21,0.0
Alex Neale-Bullen,0,0.0
Alex Neale-Bullen,1,1.0
Alex Neale-Bullen,2,0.0
Alex Neale-Bullen,3,0.0
Alex Neale-Bullen,4,0.0
Alex Neale-Bullen,5,0.0
Alex Neale-Bullen,6,0.0
Alex Neale-Bullen,7,0.0
Alex Neale-Bullen,8,0.0
Alex Neale-Bullen,9,0.0
Alex Neale-Bullen,10,0.0
Alex Neale-Bullen,11,0.0
Alex Neale-Bullen,12,0.0
Alex Neale-Bullen,13,0.0
Alex Neale-Bullen,14,0.0
Alex Neale-Bullen,15,0.0
Alex Neale-Bullen,16,0.0
Alex Neale-Bullen,17,0.0
Alex Neale-Bullen,18,0.0
Alex Neale-Bullen,19,0.0
Alex Neale-Bullen,20,0.0
Alex Neale-Bullen,21,0.0
Alex Pearce,18,3.0
Alex Pearce,19,0.0
Alex Pearce,20,0.0
Alex Pearce,21,0.0
Aliir Aliir,0,0.0
Aliir Aliir,1,0.0
Aliir Aliir,2,1.0
Aliir Aliir,3,0.0
Aliir Aliir,4,2.0
Aliir Aliir,5,0.0
Aliir Aliir,6,0.0
Aliir Aliir,7,0.0
Aliir Aliir,8,2.0
Aliir Aliir,9,0.0
Aliir Aliir,10,0.0
Aliir Aliir,11,0.0
Aliir Aliir,12,0.0
Aliir Aliir,13,0.0
Aliir Aliir,14,0.0
Aliir Aliir,15,0.0
Aliir Aliir,16,0.0
Aliir Aliir,17,0.0
Aliir Aliir,18,0.0
Aliir Aliir,19,0.0
Aliir Aliir,20,0.0
Aliir Aliir,21,0.0
Andrew Brayshaw,0,0.0
Andrew Brayshaw,1,0.0
Andrew Brayshaw,2,3.0
Andrew Brayshaw,3,0.0
Andrew Brayshaw,4,0.0
Andrew Brayshaw,5,0.0
Andrew Brayshaw,6,0.0
Andrew Brayshaw,7,0.0
Andrew Brayshaw,8,0.0
Andrew Brayshaw,9,0.0
Andrew Brayshaw,10,0.0
Andrew Brayshaw,11,0.0
Andrew Brayshaw,12,0.0
Andrew Brayshaw,13,2.0
Andrew Brayshaw,14,0.0
Andrew Brayshaw,15,2.0
Andrew Brayshaw,16,3.0
Andrew Brayshaw,17,0.0
Andrew Brayshaw,18,0.0
Andrew Brayshaw,19,2.5
Andrew Brayshaw,20,0.0
Andrew Brayshaw,21,0.0
Archie Roberts,4,1.0
Archie Roberts,5,3.0
Archie Roberts,6,0.0
Archie Roberts,7,0.0
Archie Roberts,8,0.0
Archie Roberts,9,2.0
Archie Roberts,10,0.0
Archie Roberts,11,0.0
Archie Roberts,12,0.0
Archie Roberts,13,0.0
Archie Roberts,14,0.0
Archie Roberts,15,0.0
Archie Roberts,16,0.0
Archie Roberts,17,0.0
Archie Roberts,18,0.0
Archie Roberts,19,0.0
Archie Roberts,20,0.0
Archie Roberts,21,0.0
Bailey Dale,13,2.0
Bailey Dale,14,0.0
Bailey Dale,15,0.0
Bailey Dale,16,0.0
Bailey Dale,17,0.0
Bailey Dale,18,0.0
Bailey Dale,19,0.0
Bailey Dale,20,0.0
Bailey Dale,21,0.0
Bailey Humphrey,0,1.0
Bailey Humphrey,1,0.0
Bailey Humphrey,2,0.0
Bailey Humphrey,3,0.0
Bailey Humphrey,4,0.0
Bailey Humphrey,5,0.0
Bailey Humphrey,6,0.0
Bailey Humphrey,7,0.0
Bailey Humphrey,8,0.0
Bailey Humphrey,9,0.0
Bailey Humphrey,10,0.0
Bailey Humphrey,11,0.0
Bailey Humphrey,12,0.0
Bailey Humphrey,13,0.0
Bailey Humphrey,14,0.0
Bailey Humphrey,15,0.0
Bailey Humphrey,16,0.0
Bailey Humphrey,17,0.0
Bailey Humphrey,18,0.0
Bailey Humphrey,19,0.0
Bailey Humphrey,20,0.0
Bailey Humphrey,21,0.0
Bailey Smith,0,0.0
Bailey Smith,1,2.0
Bailey Smith,2,0.0
Bailey Smith,3,3.0
Bailey Smith,4,2.0
Bailey Smith,5,3.0
Bailey Smith,6,2.0
Bailey Smith,7,0.0
Bailey Smith,8,0.0
Bailey Smith,9,3.0
Bailey Smith,10,2.0
Bailey Smith,11,1.0
Bailey Smith,12,1.0
Bailey Smith,13,0.0
Bailey Smith,14,1.0
Bailey Smith,15,0.0
Bailey Smith,16,0.0
Bailey Smith,17,0.0
Bailey Smith,18,0.0
Bailey Smith,19,3.0
Bailey Smith,20,2.0
Bailey Smith,21,1.0
Bailey Williams,10,2.0
Bailey Williams,11,0.0
Bailey Williams,12,0.0
Bailey Williams,13,0.0
Bailey Williams,14,0.0
Bailey Williams,15,0.0
Bailey Williams,16,0.0
Bailey Williams,17,0.0
Bailey Williams,18,0.0
Bailey Williams,19,0.0
Bailey Williams,20,0.0
Bailey Williams,21,0.0
Bayley Fritsch,17,1.0
Bayley Fritsch,18,0.0
Bayley Fritsch,19,0.0
Bayley Fritsch,20,0.0
Bayley Fritsch,21,0.0
Ben Keays,0,0.0
Ben Keays,1,0.0
Ben Keays,2,0.0
Ben Keays,3,0.0
Ben Keays,4,0.0
Ben Keays,5,0.0
Ben Keays,6,0.0
Ben Keays,7,0.0
Ben Keays,8,0.0
Ben Keays,9,0.0
Ben Keays,10,0.0
Ben Keays,11,0.0
Ben Keays,12,0.0
Ben Keays,13,0.0
Ben Keays,14,0.0
Ben Keays,15,0.0
Ben Keays,16,0.0
Ben Keays,17,0.0
Ben Keays,18,0.0
Ben Keays,19,0.0
Ben Keays,20,0.0
Ben Keays,21,0.0
Ben King,2,3.0
Ben King,3,0.0
Ben King,4,0.0
Ben King,5,0.0
Ben King,6,0.0
Ben King,7,0.0
Ben King,8,0.0
Ben King,9,0.0
Ben King,10,0.0
Ben King,11,0.0
Ben King,12,0.0
Ben King,13,0.0
Ben King,14,0.0
Ben King,15,0.0
Ben King,16,0.0
Ben King,17,0.0
Ben King,18,0.0
Ben King,19,0.0
Ben King,20,0.0
Ben King,21,0.0
Blake Hardwick,11,3.0
Blake Hardwick,12,0.0
Blake Hardwick,13,0.0
Blake Hardwick,14,0.0
Blake Hardwick,15,0.0
Blake Hardwick,16,0.0
Blake Hardwick,17,0.0
Blake Hardwick,18,1.0
Blake Hardwick,19,0.0
Blake Hardwick,20,0.0
Blake Hardwick,21,0.0
Bodhi Uwland,2,1.0
Bodhi Uwland,3,0.0
Bodhi Uwland,4,0.0
Bodhi Uwland,5,0.0
Bodhi Uwland,6,0.0
Bodhi Uwland,7,0.0
Bodhi Uwland,8,0.0
Bodhi Uwland,9,0.0
Bodhi Uwland,10,0.0
Bodhi Uwland,11,0.0
Bodhi Uwland,12,0.0
Bodhi Uwland,13,0.0
Bodhi Uwland,14,0.0
Bodhi Uwland,15,0.0
Bodhi Uwland,16,0.0
Bodhi Uwland,17,1.0
Bodhi Uwland,18,0.0
Bodhi Uwland,19,0.0
Bodhi Uwland,20,0.0
Bodhi Uwland,21,0.0
Brad Hill,17,2.0
Brad Hill,18,2.0
Brad Hill,19,0.0
Brad Hill,20,2.0
Brad Hill,21,0.0
Brent Daniels,11,1.0
Brent Daniels,12,0.0
Brent Daniels,13,0.0
Brent Daniels,14,0.0
Brent Daniels,15,0.0
Brent Daniels,16,0.0
Brent Daniels,17,0.0
Brent Daniels,18,0.0
Brent Daniels,19,0.0
Brent Daniels,20,0.0
Brent Daniels,21,0.0
Brodie Grundy,0,1.0
Brodie Grundy,1,0.0
Brodie Grundy,2,0.0
Brodie Grundy,3,0.0
Brodie Grundy,4,1.0
Brodie Grundy,5,1.0
Brodie Grundy,6,1.0
Brodie Grundy,7,0.0
Brodie Grundy,8,2.0
Brodie Grundy,9,0.0
Brodie Grundy,10,3.0
Brodie Grundy,11,0.0
Brodie Grundy,12,0.0
Brodie Grundy,13,0.0
Brodie Grundy,14,1.0
Brodie Grundy,15,0.0
Brodie Grundy,16,0.0
Brodie Grundy,17,1.0
Brodie Grundy,18,0.0
Brodie Grundy,19,0.0
Brodie Grundy,20,2.0
Brodie Grundy,21,0.0
Brodie Kemp,21,1.0
Caleb Daniel,15,2.5
Caleb Daniel,16,0.0
Caleb Daniel,17,0.0
Caleb Daniel,18,0.0
Caleb Daniel,19,0.0
Caleb Daniel,20,0.0
Caleb Daniel,21,0.0
Caleb Serong,0,0.0
Caleb Serong,1,0.0
Caleb Serong,2,0.0
Caleb Serong,3,3.0
Caleb Serong,4,3.0
Caleb Serong,5,0.0
Caleb Serong,6,0.0
Caleb Serong,7,0.0
Caleb Serong,8,0.0
Caleb Serong,9,2.5
Caleb Serong,10,0.0
Caleb Serong,11,0.0
Caleb Serong,12,0.0
Caleb Serong,13,0.0
Caleb Serong,14,0.0
Caleb Serong,15,0.0
Caleb Serong,16,0.0
Caleb Serong,17,0.0
Caleb Serong,18,0.0
Caleb Serong,19,2.5
Caleb Serong,20,0.5
Caleb Serong,21,0.0
Caleb Windsor,7,1.0
Caleb Windsor,8,0.0
Caleb Windsor,9,0.0
Caleb Windsor,10,0.0
Caleb Windsor,11,0.0
Caleb Windsor,12,0.0
Caleb Windsor,13,0.0
Caleb Windsor,14,0.0
Caleb Windsor,15,0.0
Caleb Windsor,16,0.0
Caleb Windsor,17,0.0
Caleb Windsor,18,0.0
Caleb Windsor,19,0.0
Caleb Windsor,20,0.0
Caleb Windsor,21,0.0
Callum Mills,0,0.0
Callum Mills,1,0.0
Callum Mills,2,0.0
Callum Mills,3,0.0
Callum Mills,4,0.0
Callum Mills,5,0.0
Callum Mills,6,0.0
Callum Mills,7,0.0
Callum Mills,8,0.0
Callum Mills,9,0.0
Callum Mills,10,0.0
Callum Mills,11,0.0
Callum Mills,12,0.0
Callum Mills,13,0.0
Callum Mills,14,1.0
Callum Mills,15,0.0
Callum Mills,16,0.0
Callum Mills,17,0.0
Callum Mills,18,0.0
Callum Mills,19,0.0
Callum Mills,20,0.0
Callum Mills,21,0.0
Callum Wilkie,6,2.0
Callum Wilkie,7,0.0
Callum Wilkie,8,0.0
Callum Wilkie,9,0.0
Callum Wilkie,10,0.0
Callum Wilkie,11,0.0
Callum Wilkie,12,0.0
Callum Wilkie,13,0.0
Callum Wilkie,14,0.0
Callum Wilkie,15,0.0
Callum Wilkie,16,0.0
Callum Wilkie,17,0.0
Callum Wilkie,18,1.0
Callum Wilkie,19,0.0
Callum Wilkie,20,0.0
Callum Wilkie,21,0.0
Cameron Rayner,18,1.0
Cameron Rayner,19,0.0
Cameron Rayner,20,0.0
Cameron Rayner,21,0.0
Cameron Zurhaar,6,1.0
Cameron Zurhaar,7,0.0
Cameron Zurhaar,8,0.0
Cameron Zurhaar,9,0.0
Cameron Zurhaar,10,0.0
Cameron Zurhaar,11,0.0
Cameron Zurhaar,12,0.0
Cameron Zurhaar,13,0.0
Cameron Zurhaar,14,0.0
Cameron Zurhaar,15,0.0
Cameron Zurhaar,16,0.0
Cameron Zurhaar,17,0.0
Cameron Zurhaar,18,0.0
Cameron Zurhaar,19,0.0
Cameron Zurhaar,20,0.0
Cameron Zurhaar,21,0.0
Chad Warner,0,0.0
Chad Warner,1,0.0
Chad Warner,2,1.0
Chad Warner,3,0.0
Chad Warner,4,1.0
Chad Warner,5,0.0
Chad Warner,6,0.0
Chad Warner,7,2.0
Chad Warner,8,0.0
Chad Warner,9,0.0
Chad Warner,10,0.0
Chad Warner,11,0.0
Chad Warner,12,1.0
Chad Warner,13,1.0
Chad Warner,14,1.0
Chad Warner,15,0.0
Chad Warner,16,3.0
Chad Warner,17,0.0
Chad Warner,18,0.0
Chad Warner,19,0.0
Chad Warner,20,1.0
Chad Warner,21,2.0
Charlie Cameron,0,1.0
Charlie Cameron,1,0.0
Charlie Cameron,2,0.0
Charlie Cameron,3,0.0
Charlie Cameron,4,0.0
Charlie Cameron,5,0.0
Charlie Cameron,6,0.0
Charlie Cameron,7,0.0
Charlie Cameron,8,0.0
Charlie Cameron,9,0.0
Charlie Cameron,10,0.0
Charlie Cameron,11,0.0
Charlie Cameron,12,0.0
Charlie Cameron,13,0.0
Charlie Cameron,14,0.0
Charlie Cameron,15,0.0
Charlie Cameron,16,0.0
Charlie Cameron,17,0.0
Charlie Cameron,18,0.0
Charlie Cameron,19,0.0
Charlie Cameron,20,0.0
Charlie Cameron,21,0.0
Charlie Curnow,0,0.0
Charlie Curnow,1,0.0
Charlie Curnow,2,0.0
Charlie Curnow,3,0.0
Charlie Curnow,4,0.0
Charlie Curnow,5,0.0
Charlie Curnow,6,0.0
Charlie Curnow,7,3.0
Charlie Curnow,8,0.0
Charlie Curnow,9,0.0
Charlie Curnow,10,0.0
Charlie Curnow,11,0.0
Charlie Curnow,12,2.5
Charlie Curnow,13,0.0
Charlie Curnow,14,0.0
Charlie Curnow,15,0.0
Charlie Curnow,16,0.0
Charlie Curnow,17,3.0
Charlie Curnow,18,1.0
Charlie Curnow,19,0.0
Charlie Curnow,20,0.0
Charlie Curnow,21,0.0
Christian Petracca,0,3.0
Christian Petracca,1,3.0
Christian Petracca,2,0.0
Christian Petracca,3,0.0
Christian Petracca,4,0.0
Christian Petracca,5,0.0
Christian Petracca,6,2.5
Christian Petracca,7,0.0
Christian Petracca,8,2.5
Christian Petracca,9,0.0
Christian Petracca,10,1.0
Christian Petracca,11,0.0
Christian Petracca,12,0.0
Christian Petracca,13,0.0
Christian Petracca,14,0.0
Christian Petracca,15,0.0
Christian Petracca,16,0.0
Christian Petracca,17,1.0
Christian Petracca,18,0.0
Christian Petracca,19,0.0
Christian Petracca,20,0.0
Christian Petracca,21,0.0
Clayton Oliver,0,1.5
Clayton Oliver,1,0.0
Clayton Oliver,2,1.0
Clayton Oliver,3,0.0
Clayton Oliver,4,0.0
Clayton Oliver,5,1.0
Clayton Oliver,6,0.0
Clayton Oliver,7,0.0
Clayton Oliver,8,0.0
Clayton Oliver,9,0.0
Clayton Oliver,10,1.0
Clayton Oliver,11,3.0
Clayton Oliver,12,1.0
Clayton Oliver,13,0.0
Clayton Oliver,14,1.0
Clayton Oliver,15,0.0
Clayton Oliver,16,0.0
Clayton Oliver,17,1.0
Clayton Oliver,18,3.0
Clayton Oliver,19,0.0
Clayton Oliver,20,0.0
Clayton Oliver,21,0.0
Colby Mckercher,4,1.0
Colby Mckercher,5,0.0
Colby Mckercher,6,0.0
Colby Mckercher,7,0.0
Colby Mckercher,8,0.0
Colby Mckercher,9,0.0
Colby Mckercher,10,0.0
Colby Mckercher,11,0.0
Colby Mckercher,12,0.0
Colby Mckercher,13,0.0
Colby Mckercher,14,0.0
Colby Mckercher,15,0.0
Colby Mckercher,16,0.0
Colby Mckercher,17,0.0
Colby Mckercher,18,0.0
Colby Mckercher,19,0.0
Colby Mckercher,20,0.0
Colby Mckercher,21,0.0
Connor Macdonald,0,0.0
Connor Macdonald,1,1.0
Connor Macdonald,2,0.0
Connor Macdonald,3,0.0
Connor Macdonald,4,0.0
Connor Macdonald,5,0.0
Connor Macdonald,6,0.0
Connor Macdonald,7,0.0
Connor Macdonald,8,3.0
Connor Macdonald,9,0.0
Connor Macdonald,10,0.0
Connor Macdonald,11,0.0
Connor Macdonald,12,0.0
Connor Macdonald,13,0.0
Connor Macdonald,14,0.0
Connor Macdonald,15,0.0
Connor Macdonald,16,0.0
Connor Macdonald,17,0.0
Connor Macdonald,18,1.0
Connor Macdonald,19,0.0
Connor Macdonald,20,0.0
Connor Macdonald,21,0.0
Connor Rozee,0,0.0
Connor Rozee,1,0.0
Connor Rozee,2,0.0
Connor Rozee,3,0.0
Connor Rozee,4,0.0
Connor Rozee,5,0.0
Connor Rozee,6,0.0
Connor Rozee,7,0.0
Connor Rozee,8,0.0
Connor Rozee,9,0.0
Connor Rozee,10,0.0
Connor Rozee,11,0.0
Connor Rozee,12,0.0
Connor Rozee,13,0.0
Connor Rozee,14,0.0
Connor Rozee,15,0.0
Connor Rozee,16,0.0
Connor Rozee,17,0.0
Connor Rozee,18,0.0
Connor Rozee,19,0.0
Connor Rozee,20,0.0
Connor Rozee,21,0.0
Cooper Trembath,15,2.5
Cooper Trembath,16,0.0
Cooper Trembath,17,0.0
Cooper Trembath,18,0.0
Cooper Trembath,19,0.0
Cooper Trembath,20,0.0
Cooper Trembath,21,0.0
Dan Curtin,13,1.0
Dan Curtin,14,0.0
Dan Curtin,15,0.0
Dan Curtin,16,0.0
Dan Curtin,17,0.0
Dan Curtin,18,0.0
Dan Curtin,19,0.0
Dan Curtin,20,0.0
Dan Curtin,21,0.0
Dan Houston,8,1.0
Dan Houston,9,0.0
Dan Houston,10,0.0
Dan Houston,11,0.0
Dan Houston,12,0.0
Dan Houston,13,0.0
Dan Houston,14,0.0
Dan Houston,15,0.0
Dan Houston,16,0.0
Dan Houston,17,0.0
Dan Houston,18,0.0
Dan Houston,19,0.0
Dan Houston,20,0.0
Dan Houston,21,0.0
Daniel Mcstay,21,1.0
Darcy Cameron,11,1.0
Darcy Cameron,12,0.0
Darcy Cameron,13,0.0
Darcy Cameron,14,0.0
Darcy Cameron,15,0.0
Darcy Cameron,16,0.0
Darcy Cameron,17,0.0
Darcy Cameron,18,0.0
Darcy Cameron,19,1.5
Darcy Cameron,20,1.0
Darcy Cameron,21,0.0
Darcy Fogarty,17,1.0
Darcy Fogarty,18,0.0
Darcy Fogarty,19,2.0
Darcy Fogarty,20,0.0
Darcy Fogarty,21,0.0
Darcy Parish,0,0.0
Darcy Parish,1,0.0
Darcy Parish,2,0.0
Darcy Parish,3,0.0
Darcy Parish,4,0.0
Darcy Parish,5,2.0
Darcy Parish,6,0.5
Darcy Parish,7,0.0
Darcy Parish,8,0.0
Darcy Parish,9,0.0
Darcy Parish,10,0.0
Darcy Parish,11,2.0
Darcy Parish,12,0.0
Darcy Parish,13,0.0
Darcy Parish,14,0.0
Darcy Parish,15,0.0
Darcy Parish,16,0.0
Darcy Parish,17,0.0
Darcy Parish,18,0.0
Darcy Parish,19,0.0
Darcy Parish,20,0.0
Darcy Parish,21,0.0
Darcy Wilmot,8,2.0
Darcy Wilmot,9,0.0
Darcy Wilmot,10,0.0
Darcy Wilmot,11,0.0
Darcy Wilmot,12,0.0
Darcy Wilmot,13,0.0
Darcy Wilmot,14,0.0
Darcy Wilmot,15,0.0
Darcy Wilmot,16,0.0
Darcy Wilmot,17,0.0
Darcy Wilmot,18,0.0
Darcy Wilmot,19,0.0
Darcy Wilmot,20,0.0
Darcy Wilmot,21,0.0
Darcy Wilson,9,3.0
Darcy Wilson,10,0.0
Darcy Wilson,11,0.0
Darcy Wilson,12,0.0
Darcy Wilson,13,0.0
Darcy Wilson,14,0.0
Darcy Wilson,15,0.0
Darcy Wilson,16,0.0
Darcy Wilson,17,0.0
Darcy Wilson,18,0.0
Darcy Wilson,19,0.0
Darcy Wilson,20,0.0
Darcy Wilson,21,0.0
Dayne Zorko,0,0.0
Dayne Zorko,1,0.0
Dayne Zorko,2,0.0
Dayne Zorko,3,1.0
Dayne Zorko,4,0.0
Dayne Zorko,5,0.0
Dayne Zorko,6,0.0
Dayne Zorko,7,0.0
Dayne Zorko,8,0.0
Dayne Zorko,9,0.0
Dayne Zorko,10,0.0
Dayne Zorko,11,0.0
Dayne Zorko,12,0.0
Dayne Zorko,13,0.0
Dayne Zorko,14,0.0
Dayne Zorko,15,0.0
Dayne Zorko,16,0.0
Dayne Zorko,17,0.0
Dayne Zorko,18,0.0
Dayne Zorko,19,0.0
Dayne Zorko,20,1.0
Dayne Zorko,21,0.0
Dion Prestia,0,0.0
Dion Prestia,1,0.0
Dion Prestia,2,0.0
Dion Prestia,3,0.0
Dion Prestia,4,0.0
Dion Prestia,5,0.0
Dion Prestia,6,0.0
Dion Prestia,7,0.0
Dion Prestia,8,0.0
Dion Prestia,9,0.0
Dion Prestia,10,0.0
Dion Prestia,11,0.0
Dion Prestia,12,0.0
Dion Prestia,13,0.0
Dion Prestia,14,0.0
Dion Prestia,15,0.0
Dion Prestia,16,0.0
Dion Prestia,17,0.0
Dion Prestia,18,0.0
Dion Prestia,19,0.0
Dion Prestia,20,0.0
Dion Prestia,21,0.0
Dylan Moore,0,0.0
Dylan Moore,1,0.0
Dylan Moore,2,2.0
Dylan Moore,3,0.0
Dylan Moore,4,0.0
Dylan Moore,5,0.0
Dylan Moore,6,0.0
Dylan Moore,7,0.0
Dylan Moore,8,0.0
Dylan Moore,9,0.0
Dylan Moore,10,0.0
Dylan Moore,11,0.0
Dylan Moore,12,0.0
Dylan Moore,13,0.0
Dylan Moore,14,0.0
Dylan Moore,15,1.0
Dylan Moore,16,0.0
Dylan Moore,17,0.0
Dylan Moore,18,0.0
Dylan Moore,19,0.0
Dylan Moore,20,0.0
Dylan Moore,21,0.0
Dylan Stephens,0,0.0
Dylan Stephens,1,2.5
Dylan Stephens,2,0.0
Dylan Stephens,3,0.0
Dylan Stephens,4,2.0
Dylan Stephens,5,0.0
Dylan Stephens,6,0.0
Dylan Stephens,7,0.0
Dylan Stephens,8,0.0
Dylan Stephens,9,0.0
Dylan Stephens,10,0.0
Dylan Stephens,11,0.0
Dylan Stephens,12,0.0
Dylan Stephens,13,0.0
Dylan Stephens,14,0.0
Dylan Stephens,15,0.0
Dylan Stephens,16,0.0
Dylan Stephens,17,0.0
Dylan Stephens,18,0.0
Dylan Stephens,19,0.0
Dylan Stephens,20,0.0
Dylan Stephens,21,0.0
Ed Langdon,9,3.0
Ed Langdon,10,0.0
Ed Langdon,11,0.0
Ed Langdon,12,0.0
Ed Langdon,13,0.0
Ed Langdon,14,1.0
Ed Langdon,15,0.0
Ed Langdon,16,0.0
Ed Langdon,17,0.0
Ed Langdon,18,0.0
Ed Langdon,19,0.0
Ed Langdon,20,0.0
Ed Langdon,21,0.0
Ed Richards,0,3.0
Ed Richards,1,0.0
Ed Richards,2,1.0
Ed Richards,3,0.0
Ed Richards,4,0.0
Ed Richards,5,0.0
Ed Richards,6,0.0
Ed Richards,7,0.0
Ed Richards,8,0.0
Ed Richards,9,0.5
Ed Richards,10,0.0
Ed Richards,11,3.0
Ed Richards,12,0.0
Ed Richards,13,2.0
Ed Richards,14,0.0
Ed Richards,15,0.0
Ed Richards,16,0.0
Ed Richards,17,0.0
Ed Richards,18,0.0
Ed Richards,19,0.0
Ed Richards,20,3.0
Ed Richards,21,1.0
Elliot Yeo,0,0.0
Elliot Yeo,1,0.0
Elliot Yeo,2,0.0
Elliot Yeo,3,0.0
Elliot Yeo,4,0.0
Elliot Yeo,5,0.0
Elliot Yeo,6,0.0
Elliot Yeo,7,0.0
Elliot Yeo,8,0.0
Elliot Yeo,9,0.0
Elliot Yeo,10,0.0
Elliot Yeo,11,0.0
Elliot Yeo,12,0.0
Elliot Yeo,13,0.0
Elliot Yeo,14,0.0
Elliot Yeo,15,0.0
Elliot Yeo,16,0.0
Elliot Yeo,17,0.0
Elliot Yeo,18,0.0
Elliot Yeo,19,0.0
Elliot Yeo,20,0.0
Elliot Yeo,21,0.0
Errol Gulden,0,2.0
Errol Gulden,1,1.5
Errol Gulden,2,0.0
Errol Gulden,3,0.0
Errol Gulden,4,0.0
Errol Gulden,5,0.0
Errol Gulden,6,0.0
Errol Gulden,7,0.0
Errol Gulden,8,0.0
Errol Gulden,9,0.0
Errol Gulden,10,0.0
Errol Gulden,11,0.0
Errol Gulden,12,0.0
Errol Gulden,13,0.0
Errol Gulden,14,0.0
Errol Gulden,15,0.0
Errol Gulden,16,0.0
Errol Gulden,17,0.0
Errol Gulden,18,0.0
Errol Gulden,19,0.0
Errol Gulden,20,3.0
Errol Gulden,21,3.0
Finn Callaghan,0,1.5
Finn Callaghan,1,0.0
Finn Callaghan,2,0.0
Finn Callaghan,3,0.0
Finn Callaghan,4,0.0
Finn Callaghan,5,3.0
Finn Callaghan,6,0.0
Finn Callaghan,7,0.0
Finn Callaghan,8,1.0
Finn Callaghan,9,1.0
Finn Callaghan,10,0.0
Finn Callaghan,11,0.0
Finn Callaghan,12,3.0
Finn Callaghan,13,0.0
Finn Callaghan,14,0.0
Finn Callaghan,15,0.0
Finn Callaghan,16,1.0
Finn Callaghan,17,0.0
Finn Callaghan,18,0.0
Finn Callaghan,19,0.0
Finn Callaghan,20,0.0
Finn Callaghan,21,0.0
George Hewett,13,2.5
George Hewett,14,0.0
George Hewett,15,2.0
George Hewett,16,0.0
George Hewett,17,3.0
George Hewett,18,0.0
George Hewett,19,0.0
George Hewett,20,0.0
George Hewett,21,2.0
Gryan Miers,19,1.0
Gryan Miers,20,0.0
Gryan Miers,21,0.0
Harley Reid,2,3.0
Harley Reid,3,2.0
Harley Reid,4,0.0
Harley Reid,5,0.0
Harley Reid,6,0.0
Harley Reid,7,0.0
Harley Reid,8,2.5
Harley Reid,9,0.0
Harley Reid,10,3.0
Harley Reid,11,0.0
Harley Reid,12,2.0
Harley Reid,13,0.0
Harley Reid,14,0.0
Harley Reid,15,0.0
Harley Reid,16,0.0
Harley Reid,17,0.0
Harley Reid,18,1.0
Harley Reid,19,0.0
Harley Reid,20,0.0
Harley Reid,21,2.0
Harris Andrews,19,1.0
Harris Andrews,20,0.0
Harris Andrews,21,0.0
Harry Himmelberg,0,0.0
Harry Himmelberg,1,0.0
Harry Himmelberg,2,0.0
Harry Himmelberg,3,0.0
Harry Himmelberg,4,0.0
Harry Himmelberg,5,0.0
Harry Himmelberg,6,0.0
Harry Himmelberg,7,0.0
Harry Himmelberg,8,0.0
Harry Himmelberg,9,0.0
Harry Himmelberg,10,0.0
Harry Himmelberg,11,0.0
Harry Himmelberg,12,0.0
Harry Himmelberg,13,0.0
Harry Himmelberg,14,0.0
Harry Himmelberg,15,0.0
Harry Himmelberg,16,0.0
Harry Himmelberg,17,0.0
Harry Himmelberg,18,0.0
Harry Himmelberg,19,0.0
Harry Himmelberg,20,0.0
Harry Himmelberg,21,0.0
Harry Mckay,13,2.5
Harry Mckay,14,0.0
Harry Mckay,15,0.0
Harry Mckay,16,1.0
Harry Mckay,17,0.0
Harry Mckay,18,0.0
Harry Mckay,19,0.0
Harry Mckay,20,0.0
Harry Mckay,21,0.0
Harry Perryman,6,2.0
Harry Perryman,7,0.0
Harry Perryman,8,0.0
Harry Perryman,9,0.0
Harry Perryman,10,0.0
Harry Perryman,11,0.0
Harry Perryman,12,0.0
Harry Perryman,13,0.0
Harry Perryman,14,0.0
Harry Perryman,15,0.0
Harry Perryman,16,0.0
Harry Perryman,17,0.0
Harry Perryman,18,0.0
Harry Perryman,19,0.0
Harry Perryman,20,0.0
Harry Perryman,21,0.0
Harry Sheezel,0,0.0
Harry Sheezel,1,2.5
Harry Sheezel,2,1.0
Harry Sheezel,3,1.0
Harry Sheezel,4,0.0
Harry Sheezel,5,1.0
